"Step","timelm_attention - train/accuracy","timelm_attention - train/accuracy__MIN","timelm_attention - train/accuracy__MAX","roberta-large_attention - train/accuracy","roberta-large_attention - train/accuracy__MIN","roberta-large_attention - train/accuracy__MAX","roberta-base_attention - train/accuracy","roberta-base_attention - train/accuracy__MIN","roberta-base_attention - train/accuracy__MAX","deberta-large_attention - train/accuracy","deberta-large_attention - train/accuracy__MIN","deberta-large_attention - train/accuracy__MAX","bert_attention - train/accuracy","bert_attention - train/accuracy__MIN","bert_attention - train/accuracy__MAX","albert-xlarge_attention - train/accuracy","albert-xlarge_attention - train/accuracy__MIN","albert-xlarge_attention - train/accuracy__MAX","albert-large_attention - train/accuracy","albert-large_attention - train/accuracy__MIN","albert-large_attention - train/accuracy__MAX","albert-base_attention - train/accuracy","albert-base_attention - train/accuracy__MIN","albert-base_attention - train/accuracy__MAX"
"1991","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"1992","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.75","0.75","0.75"
"1993","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.75","0.75","0.75","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"1994","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"1995","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"1996","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"1997","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"1998","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375"
"1999","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"2000","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"2001","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.75","0.75","0.75"
"2002","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2003","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2004","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"2005","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.875","0.875","0.875"
"2006","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2007","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2008","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875"
"2009","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2010","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2011","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"2012","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.96875","0.96875","0.96875"
"2013","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625"
"2014","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2015","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2016","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"2017","0.875","0.875","0.875","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2018","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875"
"2019","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375"
"2020","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.8125","0.8125","0.8125"
"2021","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375"
"2022","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2023","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"2024","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375"
"2025","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2026","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125"
"2027","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.875","0.875","0.875"
"2028","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"2029","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.8125","0.8125","0.8125","1","1","1","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"2030","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2031","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"2032","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"2033","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2034","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2035","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"2036","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"2037","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2038","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"2039","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","1","1","1","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"2040","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625"
"2041","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875","0.90625","0.90625","0.90625"
"2042","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125"
"2043","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375"
"2044","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"2045","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2046","1","1","1","1","1","1","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"2047","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2048","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","1","1","1","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"2049","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2050","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.84375","0.84375","0.84375"
"2051","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"2052","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125"
"2053","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"2054","1","1","1","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2055","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"2056","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"2057","1","1","1","1","1","1","1","1","1","0.875","0.875","0.875","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875"
"2058","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2059","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"2060","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.6875","0.6875","0.6875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625"
"2061","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375","0.84375","0.84375","0.84375"
"2062","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2063","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.6875","0.6875","0.6875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2064","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2065","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2066","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.78125","0.78125","0.78125","0.875","0.875","0.875"
"2067","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.96875","0.96875","0.96875","0.96875","0.96875","0.96875"
"2068","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.78125","0.78125","0.78125","0.78125","0.78125","0.78125"
"2069","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2070","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2071","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125"
"2072","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625"
"2073","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875"
"2074","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.75","0.875","0.875","0.875","0.75","0.75","0.75","0.84375","0.84375","0.84375","0.78125","0.78125","0.78125"
"2075","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875"
"2076","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2077","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.96875","0.96875","0.96875"
"2078","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.9375","0.9375","0.9375"
"2079","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2080","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.90625","0.90625","0.90625","0.90625","0.90625","0.90625"
"2081","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375"
"2082","0.9375","0.9375","0.9375","1","1","1","1","1","1","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","1","1","1","1","1","1"
"2083","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"2084","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.78125","0.78125","0.78125"
"2085","0.875","0.875","0.875","0.75","0.75","0.75","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.84375","0.84375","0.84375"
"2086","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.875","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.875","0.875","0.875","0.90625","0.90625","0.90625"
"2087","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.875","0.875","0.875","0.8125","0.8125","0.8125","0.9375","0.9375","0.9375","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2088","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.8125","0.75","0.75","0.75","0.8125","0.8125","0.8125","0.90625","0.90625","0.90625","0.875","0.875","0.875"
"2089","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","0.9375","1","1","1","0.90625","0.90625","0.90625","0.84375","0.84375","0.84375"
"2090","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","0.96875","0.96875","0.96875","0.9375","0.9375","0.9375"
